response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
0.0024,0.0000,0.0000,0.0000,0.0022,0.0000,200,0.0694
0.0391,0.0000,0.0000,0.0000,0.0390,0.0000,200,0.0327
0.0357,0.0000,0.0000,0.0000,0.0335,0.0022,200,0.0361
0.0156,0.0000,0.0000,0.0000,0.0155,0.0000,200,0.0574
0.0404,0.0000,0.0000,0.0000,0.0403,0.0000,200,0.0326
0.0226,0.0000,0.0000,0.0000,0.0224,0.0000,200,0.0505
0.0627,0.0053,0.0000,0.0041,0.0445,0.0001,200,0.0113
0.0027,0.0000,0.0000,0.0000,0.0025,0.0001,200,0.0718
0.0098,0.0000,0.0000,0.0000,0.0096,0.0001,200,0.0652
0.0159,0.0000,0.0000,0.0000,0.0158,0.0000,200,0.0591
0.0204,0.0000,0.0000,0.0001,0.0201,0.0000,200,0.0551
0.0172,0.0000,0.0000,0.0000,0.0171,0.0000,200,0.0584
0.0224,0.0000,0.0000,0.0004,0.0219,0.0000,200,0.0532
0.0030,0.0000,0.0000,0.0000,0.0028,0.0001,200,0.0740
0.0020,0.0000,0.0000,0.0000,0.0019,0.0001,200,0.0750
0.0060,0.0000,0.0000,0.0000,0.0060,0.0000,200,0.0710
0.0105,0.0000,0.0000,0.0000,0.0105,0.0000,200,0.0671
0.0126,0.0000,0.0000,0.0000,0.0125,0.0001,200,0.0657
0.0399,0.0000,0.0000,0.0000,0.0399,0.0000,200,0.0387
0.0129,0.0000,0.0000,0.0003,0.0125,0.0001,200,0.0662
0.0289,0.0000,0.0000,0.0000,0.0287,0.0001,200,0.0506
0.0026,0.0000,0.0000,0.0001,0.0024,0.0000,200,0.0769
0.0089,0.0000,0.0000,0.0000,0.0087,0.0001,200,0.0711
0.0086,0.0000,0.0000,0.0000,0.0084,0.0001,200,0.0731
0.0087,0.0000,0.0000,0.0001,0.0085,0.0000,200,0.0730
0.0291,0.0000,0.0000,0.0000,0.0290,0.0000,200,0.0532
0.0084,0.0000,0.0000,0.0000,0.0081,0.0001,200,0.0744
0.0076,0.0000,0.0000,0.0000,0.0073,0.0002,200,0.0770
0.0283,0.0000,0.0000,0.0000,0.0282,0.0000,200,0.0562
0.0297,0.0000,0.0000,0.0000,0.0296,0.0000,200,0.0550
0.0733,0.0019,0.0000,0.0043,0.0556,0.0000,200,0.0114
0.0131,0.0000,0.0000,0.0000,0.0127,0.0004,200,0.0718
0.0055,0.0000,0.0000,0.0001,0.0054,0.0000,200,0.0795
